	Tiếng Việt	Українська	日本語	한국어	UI language name	
2435	Every formula, every equation was double-checked. This is an insult!	Кожна формула, кожне рівняння було двічі перевірено. Це образа!	すべての数式、すべての方程式は何度もチェックしてきました。これは侮辱です！	모든 공식, 모든 수식을 전부 여러 번 확인했습니다. 이건 모욕 수준입니다!	Woman	
2436	I don't make mistakes, darling. Perhaps you're mistaken?	Я не роблю помилок, сонечко. Може, це ти помиляєшся?	私はミスなんてしてないわ。ねえ、あなたの勘違いじゃないかしら？	나 실수 하나도 안 했어요, 사장님. 사장님 실수 아닐까요?	Woman	
2437	I beg your pardon? My work is always of the highest standard!	Перепрошую? Моя робота завжди на найвищому рівні!	失礼ですが何とおっしゃいました？私の仕事はいつだって最高水準です！	실례지만 다시 말씀해 주시겠습니까? 제 퍼포먼스는 항상 최고 수준입니다만!	Woman	
2438	Really? I... thank you. I wasn't expecting this...	Справді? Я... дякую. Я не очікував цього...	えっ、本当に？あっ、ありがとうございます。これは思ってもいませんでした…	에, 정말요? 어... 감사합니다. 이건 예상 못했는데...	Man	
2439	An opportunity for rest and reflection. Thank you.	Можливість відпочити і обміркувати. Дякую.	これは休息と自分を振り返る良い機会になります。感謝します。	잠시 휴식과 자성의 시간을 가질 수 있겠군요. 감사합니다.	Man	
2440	You're the best, boss! I'll pack my bags!	Ви найкращий, босе! Піду пакувати валізи!	チーフって最高だ！さっそく荷物まとめるっす！	사장님 최고! 당장 짐 쌀게요!	Man	
2441	Your consideration is appreciated. It's a prime time for revitalization.	Я вдячний за вашу увагу. Зараз найкращий час для оздоровлення.	ご配慮に感謝いたします。自分を充電する絶好の機会となります。	배려에 감사드립니다. 훌륭한 재충전의 시간이 되겠군요.	Man	
2442	Vacation? For me? T-thank you, that's very kind...	Відпустка? Для мене? Д-дякую, це дуже люб'язно...	休暇ですか？私に？あっ、ありがとうございます。嬉しいー。	휴가요? 제가요? 가, 감사합니다. 정말 친절하시네요...	Woman	
2443	Rest is essential for efficiency. Your understanding is appreciated.	Відпочинок необхідний для ефективності. Я ціную ваше розуміння.	能率を上げるには休息は不可欠です。ご理解いただきありがとうございます。	휴식은 효율에 필수적이지요. 이렇게 이해해 주셔서 감사합니다.	Woman	
2444	Oh, darling, you just made my day! Excitement overload!	О, любчику, ти просто зробив мій день! У мене емоційний шок!	まあチーフったら、おかげで今日は最高の一日になったわ。ワクワクして爆発しそう！	어머나, 사장님 덕분에 오늘 하루 기분 최고예요! 너무 좋아!	Woman	
2445	A well-timed interval to recharge for forthcoming victories. Gratitude.	Дуже вчасна перерва, щоб підзарядитися для майбутніх перемог. Подяка.	来るべき勝利に向けた充電期間として絶好の期間となります。感謝いたします。	훌륭한 타이밍의 재충전은 앞으로의 성공에도 필수적이죠. 감사합니다.	Woman	
2446	Training, huh? I hope I can keep up with the others...	Заняття, значить? Сподіваюся, не відставатиму від інших...	研修ですか？みんなについていけるといいんだけど…	연수요? 뭐, 앞으로 다른 동료들을 잘 따라잡을 수 있었으면 좋겠네요...	Man	
2447	An excellent chance to expand my knowledge. I'm grateful.	Чудова нагода розширити свої знання. Я вдячний.	自分の知識を広げる絶好のチャンスです。ありがとうございます。	제 지평을 넓힐 수 있는 훌륭한 기회로군요. 감사합니다.	Man	
2448	Learning time! Maybe I'll finally figure out what I'm actually doing, haha!	Час навчання! Може, я нарешті зрозумію, що я насправді роблю, ха-ха!	学びの時間っことね！自分が実際に何をしているのか、これでやっとわかるかも知れないな、ハハッ！	공부 시간이라! 이거, 드디어 제가 뭔 일을 하는지 제대로 파악이 되겠네요, 하하!	Man	
2449	An opportunity to augment my expertise. Highly appreciated.	Нагода підвищити свою компетентність. Дуже вдячний.	これは専門知識を深めるよい機会になります。とてもありがたく存じます。	제 역량을 높일 수 있는 기회로군요. 정말 감사합니다.	Man	
2450	More learning? I'll... I'll do my best not to disappoint you...	Ще навчання? Я... Я зроблю все можливе, щоб не розчарувати вас...	えっ、また研修ですか？チーフを失望させないようにベストを尽くします…	에에, 연수요? 시, 실망시켜 드리지 않게 최선을 다할게요...	Woman	
2451	Every opportunity to learn is valued. Thank you.	Я ціную кожну можливість вчитися. Дякую.	どんな学びの機会だって貴重です。ありがとうございます。	모든 학습의 기회는 귀중하지요. 감사합니다.	Woman	
2452	New skills? Honey, prepare to be amazed!	Нові навички? Серденько, приготуйся бути здивованим!	新しいスキル？帰ってきたら驚かせてあげるわよ、待っててね！	새 역량이요? 사장님, 놀랄 준비나 해 두세요!	Woman	
2453	Each learning opportunity is a step towards perfection. Eternally thankful.	Кожна можливість навчання - це крок до досконалості. Безмежно вдячна.	学びの機会のその一つひとつが完璧への一歩です。未来永劫感謝します。	학습의 기회는 전부 완벽으로 나아가는 단계지요. 정말 감사합니다.	Woman	
2454	We can no more teach <global.humannam> anything.	Ми більше не можемо нічого навчити <global.humannam>.	私たちが<global.humannam>に教えられることは、もう何もありません。	<global.humannam> 씨는 더 이상 배우실 게 없습니다.	Amy	
